jpyj	戒严
buii	不啻
xudc	下水道
buqy	不群
buxm	不嫌
mdna	麦当娜
tyhc	天涯何处无芳草
bujx	不佳
buvi	不值
bubm	不便
buhe	不合
bubc	不保
bujx	不假
buxl	不像
buxq	不休
wdxp	歪斜
bujr	不倦
buff	不分
vihx	正常化
buvu	不住
bujk	不经
bufw	不费
soxi	琐细
bujt	不绝
hdxl	还乡
bubi	不比
wdij	歪缠
buuu	不熟
buyu	不育
buji	不计
hdqk	还请
hdyk	还应
buqi	不齐
bulb	不吝
buww	不为
tjui	天津市
buyi	不义
buxl	不详
gguf	更甚
hvyh	惠阳
hvgu	惠顾
lrdn	来日大难
gfgu	亘古
yrwl	一日万里
hvji	惠及
ggds	更动
ggxu	更需
ggqu	更趋
ylud	亚里士多德
liui	理事
zyvj	遭遇战
hvze	惠泽
lixt	理学
ligl	理光
yryz	一日游
ggjb	更紧
ggyi	更易
ykke	一颗颗
hvlb	惠临
lilu	理路
liyu	理喻
hvci	惠赐
hvmb	惠民
liqu	理屈
ggzc	更糟
lijx	理家
ggdk	更定
hvan	惠安
byvl	不易之论
ggnm	更年
ggjb	更近
ggug	更生
ggfj	更番
ggyi	更移
like	理科
ggmw	更美
yujm	一时间
yubk	一时半刻
ggui	更始
lihx	理化
ggvh	更张
blwj	表里为奸
dzjx	豆荚
ddzi	带子
uige	事隔
fuvi	副职
ddiu	带出
vgdv	整队
ddjb	带劲
toto	橐驼
yheq	一哄而起
wubw	吾辈
yist	一唱三叹
dzmm	豆面
suig	速成
suda	速达
futk	副厅
bize	逼仄
dzru	豆乳
vgyt	整月
wuai	吾爱
uuyc	束腰
suug	速胜
vgdi	整地
iifg	敕封
ddhk	带坏
fukj	副刊
ddgo	带过
rsxt	融雪
dkwy	顿口无言
ddqq	带球
uili	事理
ddci	带刺
bisi	逼死
yiyh	一唱一和
dzbq	顿足不前
dddu	带毒
ddbj	带班
yluh	一路上
biyj	逼眼
rshv	融汇
vgvi	整治
suhx	速滑
dzva	豆渣
vglq	整流
uujb	束紧
ttll	吞吐量
duis	蠹虫
dddm	带电
yvvi	一只只
vggu	整固
uilt	事略
ddlw	带累
uidm	事典
uiyz	事由
vgfg	整风
fuyi	副翼
iiuu	敕书
ldyi	赖以
vgln	整料
vguu	整数
ddkr	带宽
suxp	速写
bigs	逼宫
fugr	副官
biui	逼视
rsjp	融解
ddyu	带鱼
vgii	整饬
uier	事儿
biji	逼急
dzix	顿足捶胸
uihz	事后
ddkz	带扣
fuuz	副手
biql	逼抢
uiqr	事权
vgvi	整枝
vgji	整机
uixm	事先
wuug	吾生
bide	逼得
bihe	逼和
uiwu	事务
uuuf	束身
uiwu	事物
fuke	副科
vgpm	整篇
ddvl	带状
uidr	事端
bzdc	不足道
ddhc	带好
vgjm	整建
dddc	带刀
bigs	逼供
rshv	融会
uili	事例
uijx	事假
uijm	事件
dduh	带伤
vgrf	整人
birf	逼人
yphs	一品红
ddyb	带引
dzlv	豆绿
vgbm	整编
ddli	带离
sudu	速读
uivu	事主
vgxy	整训
rsww	融为
uiji	事迹
ddhx	带话
hxgs	画工
hxyr	画苑
hxjl	画匠
hxyr	画院
hxig	画成
ygsg	一国三公
wsyd	五四运动
kgyx	开国元勋
hxjk	画境
wbxk	五边形
hxxx	画下
hxjx	画夹
hxju	画具
hxmj	画满
hxfa	画法
ytqh	一团漆黑
hxli	画里
hxui	画师
hxjk	画景
hxvs	画中
liyr	列车员
hxui	画史
hxjx	画架
hxvz	画轴
hxqr	画圈
ylud	亚力山大
hxfu	画幅
hxmw	画眉
hxpk	画屏
hxui	画室
hxwd	画外
hxbk	画饼
hxer	画儿
hxbc	画报
sibm	素车白马
hxkl	画框
hxpn	画瓢
hxbf	画本
hxbj	画板
hxfh	画舫
hxpm	画片
hxfu	画符
hxyi	画意
hxuh	画商
hxgs	画供
ybdc	一边倒
hxxl	画像
hxzo	画作
xiyu	下车伊始
hxxm	画线
hxvi	画纸
wgww	王国维
hxpu	画谱
hxly	画论
lljp	两节
llxl	两项
liya	丽雅
xmui	现世
zdju	再聚
xmvi	现职
xmiu	现出
llyr	两院
xmyu	现予
zcee	遭厄
lasd	两岸三地
llsj	两三
xmig	现成
llxl	两厢
llle	两肋
zdqi	再起
xmxk	现形
qubl	青山不老
zdbu	再不
lljx	两颊
cimu	刺目
xmhv	现汇
llhj	两汉
llhu	两湖
liuv	丽水
zdmw	再没
zcni	枣泥
lldh	两党
rvvc	瑞兆
xmui	现时
bkuf	丙申
rvxk	瑞星
ciui	刺史
llvi	两只
jily	棘轮
yddo	一朵朵
vyji	政由己出
llbi	两臂
xmyi	现已
llxk	两性
ciio	刺戳
zdyi	再以
bkwj	丙烷
bkxi	丙烯
cizi	刺字
zduf	再审
zczd	遭灾
rvan	瑞安
civf	刺针
xmqm	现钱
xmyb	现银
zdbd	再拜
livi	丽质
zdti	再提
lldi	两抵
zdxm	再掀
xmui	现势
zeii	责斥
zcuu	枣树
llji	两极
zdvi	再植
llxl	两相
llke	两可
xmlz	现楼
llxi	两栖
citz	刺透
llis	两重
cuuu	残山剩水
byde	不由得
xmyi	现役
kubz	开山鼻祖
rvqm	瑞签
llbj	两半
lljm	两间
ciyh	刺痒
ybru	一败如水
zdru	再如
zdjx	再嫁
lina	丽娜
llhv	两会
xmrf	现任
llff	两分
xmjb	现今
bkji	丙级
zdxu	再续
lltj	两弹
bjjv	不见经传
zebm	责编
zcvl	枣庄
llqi	两讫
wags	瓦工
wajl	瓦匠
yugs	与共
wahv	瓦灰
wakk	瓦块
yxbg	于心不甘
bhbl	不慌不乱
yuci	与此
lfui	理发师
kxgo	开心果
waqi	瓦器
vyhi	政以贿成
wawu	瓦屋
ksmi	开司米
yuvi	与之
wayc	瓦窑
waer	瓦尔
walg	瓦楞
yuwf	与闻
wadc	瓦刀
yuhv	与会
waqr	瓦全
bbfy	不避斧钺
yurf	与人
yygv	一以贯之
bywq	不以为奇
lfdm	理发店
bkww	不愧为
yxwg	一心为公
mpjy	灭菌
yaou	亚欧
jbvi	晋职
eegj	恶感
yafw	亚非
jbjt	晋爵
jbig	晋城
jbfg	晋封
jbic	晋朝
eelu	恶露
eeug	恶声
yjul	严霜
ldve	来者
yjxk	严刑
yjvg	严正
yjvg	严整
yjze	严责
yjyj	严严
ldhs	来鸿
eevo	恶浊
yjjb	严紧
ldui	来时
yjui	严师
ldgv	来归
jbvs	晋中
eeyb	恶因
jbjm	晋见
jbju	晋剧
eeye	恶业
eeic	恶炒
mpdg	灭灯
ldln	来料
mphd	灭害
yjuz	严守
mpji	灭寂
yjui	严实
eeua	恶煞
ldhz	来后
ypdx	一炮打响
yjda	严打
ldjp	来接
ldui	来势
mpui	灭失
ldxl	来想
eemg	恶梦
yjci	严辞
eexk	恶行
jbuf	晋身
yjgr	严管
yjds	严冬
ldyi	来意
uybu	事业部
eeil	恶疮
mpuu	灭鼠
jbdd	晋代
ldjm	来件
jbji	晋级
yayi	亚裔
eeyu	恶语
ldjk	来京
jbye	晋谒
yjzi	一家子
waui	王安石
bxev	不宣而战
hviy	珲春
yujn	一神教
yzbg	一字不苟
yhdd	亚寒带
bubl	不衫不履
yzyj	一字一句
yzyb	一字一板
bnwu	不宁唯是
brvb	不容置辩
ljuu	烈军属
yjjx	一家家
ydvg	一定之规
yzvu	一字之师
vbdc	珍宝岛
lngl	列宁格勒
tzdh	天字第一号
tami	天安门广场
tamf	天安门
bwqr	不完全
xrci	形容词
paye	平安夜
xuvy	现实主义
xyjp	殉节
siqi	死期
siqu	死区
cjhe	残荷
lpxi	裂隙
cjyh	残阳
lpvf	列阵
cjlm	残联
sijb	死劲
lpma	烈马
sike	死磕
sihc	死耗
simm	死面
sihv	死灰
wjdl	五角大楼
sitd	死胎
cjyt	残月
yhji	殃及
sidi	死地
lpui	烈士
jmji	歼击
cjxt	残雪
bdbu	不多不少
sili	死理
uusi	殊死
cjnt	残虐
sivj	死战
ybyf	一饱眼福
sidk	死盯
sifa	死法
wjxk	五角星
cjvc	残照
sivs	死忠
silu	死路
sibp	死别
sili	死力
lpfg	烈风
xxgl	形销骨立
siui	死尸
gmgx	更名改姓
ddjb	殆尽
cjhd	残害
sidk	死定
siji	死寂
wurj	兀然
siqm	死钱
siso	死锁
bxgh	不锈钢
aobc	敖包
sidn	死掉
siqi	死棋
sixl	死相
siji	死机
cjgf	残根
vvuu	赘述
siug	死生
wuzi	兀自
aotz	鳌头
aojm	熬煎
cjbu	残部
cjci	残次
ylbv	一鳞半爪
xydc	殉道
wuli	兀立
yqrm	一钱如命
lpvr	列传
sibc	死保
cjyu	残余
lpww	列位
sirf	死人
lpql	列强
aovz	熬粥
cjro	残弱
lpww	列维
wsbf	五色缤纷
wujq	兀鹫
qdui	青岛市
yvbw	一掷百万
vfmm	正反面
gvqi	瑰奇
yrdd	亚热带
vuji	珠玑
vuyu	珠玉
biyu	碧玉
ybhj	一把汗
biqk	碧清
bimm	不揣冒昧
biye	碧叶
dvpb	豆制品
qntr	青年团
wvuj	五指山
gvyi	瑰异
bjql	不近情理
vucv	珠翠
biks	碧空
vuui	珠饰
ybba	一把把
yppd	一排排
ybvx	一把抓
yppi	一批批
hyuv	环氧树脂
vubo	珠箔
bixp	碧血
gvww	瑰伟
qnrf	青年人
bilv	碧绿
wnjh	五年计划
mojp	末节
moqi	末期
moui	末世
mozi	末子
ymnv	一木难支
bkuu	不可胜数
tfdz	天覆地载
ybyy	一板一眼
bkbu	不可不
dklk	玎玲
yddm	一丁点
fbti	副标题
moye	末叶
lyjg	来样加工
pbie	平板车
hddl	画栋雕梁
pduj	平顶山
lxqy	两相情愿
bkuu	不可数
mohz	末后
bkkl	不可抗力
ykke	一棵棵
yggf	一根根
bkvi	不可知
zqli	责权利
bkxe	不可向迩
mobi	末笔
mofu	末伏
bkvr	不可终日
wgna	瓦格纳
moxi	末席
lxvy	理想主义
adsa	敖德萨
mdia	麦茬
mdcc	麦草
mdmh	麦芒
kkqu	开科取士
ylsn	亚利桑那
xzix	下自成蹊
mdke	麦克
xbiv	下笔成章
ybel	一般而论
cdly	残冬腊月
yuer	一身二任
yibd	严惩不怠
bdbf	不得不发
biyv	不长一智
bxbj	不徐不疾
yibd	严惩不贷
hwhu	还我河山
mdjq	麦酒
ydpb	一等品
mdjx	麦加
txgs	天香国色
bvfj	不知凡几
ybju	一般见识
mduz	麦收
lixk	两重性
ytxb	一条心
mdli	麦粒
mdff	麦粉
mdkh	麦糠
ydvg	一得之功
yjvy	一箭之遥
bvvj	不智之举
ydvy	一得之愚
zzve	再造之恩
ydvj	一得之见
bwkm	不务空名
jufj	夹生饭
xxfj	现行犯
wqnm	五千年
ybmu	一笔抹煞
ypqi	一盘棋
mdgj	麦杆
jvtc	夹竹桃
bdyl	不得要领
ytjp	一条街
mdvs	麦种
mdqq	麦秋
ytld	亚特兰大
zuij	再生产
ndhc	弄得好
bjjw	不咎既往
ybrf	一般人
ybhx	一般化
ters	天鹅绒
mwhs	玫红
blwy	玻利维亚
yfhx	一番话
yvui	一站式
jxcd	夹菜
bbum	不辨菽麦
pkxi	平昔
jxgs	夹攻
jxzi	夹子
pkyh	平阳
yjnq	一将难求
pkfu	平服
pkyt	平月
pkyc	平遥
pkds	平动
jxji	夹击
jxxt	夹雪
pkvg	平正
pkvg	平整
pklp	平列
pkpk	平平
jxuh	夹上
jxju	夹具
pkjl	平江
pkhu	平湖
pkgl	平光
pkjb	平津
jxvu	夹注
jxjb	夹紧
pkmk	平明
pkll	平量
pkyi	平易
vgjy	至关紧要
pklu	平路
fipb	副产品
pkir	平川
pkiz	平畴
pkie	平车
pkyz	平邮
jxgu	颊骨
pkju	平局
jxxb	夹心
pkdk	平定
wxvi	王羲之
pkui	平实
pkui	平视
jxjn	夹角
jxxm	夹馅
pkfj	平反
wdvy	五斗折腰
pkyi	平抑
pkbd	平白
ytre	一头热
jxpi	夹批
jxji	夹挤
bjqr	表决权
pkdk	平顶
jxgy	夹棍
jxbj	夹板
ugid	事关重大
pkpj	平盘
pkli	平利
pkyi	平移
jxru	夹入
jxjm	夹剪
pkvl	平装
pkjk	平靖
jxdc	夹道
pkll	平凉
pkmw	平媒
vvjv	整章建制
pkuf	平伸
ugqj	事关全局
pkff	平分
pkjx	平价
jxvu	夹住
pkxb	平信
pkdu	平度
jxyi	夹衣
pkdn	平调
pkfh	平房
pkdi	平底
uvjd	束装就道
tnsh	天女散花
yhbh	一好百好
hldy	惠灵顿
yrzr	一忍再忍
bjbl	不即不离
qixn	妻小
tdth	吞刀吐火
cdjh	刺刀见红
qiui	妻室
jrin	静如处女
tlgd	天灵盖
qidi	妻弟
qinu	妻孥
qijq	妻舅
yjbs	一九八四
xrjb	现如今
gpnu	更仆难数
vfcy	珍存
tmyg	天命有归
vfqi	珍奇
vfai	珍爱
yvui	一传十
wflm	瓦釜雷鸣
wdug	五代十国
bvyb	不值一驳
bdbu	不但不
ddmc	玳瑁
yujx	瑜珈
tgbm	天公不作美
xdpd	现代派
vfpb	珍品
kdie	开倒车
buvs	不食周粟
vfui	珍视
zrvi	责任制
yblh	亚伯拉罕
bfzb	不分皂白
qjpl	琴剑飘零
vfbf	珍本
ygyh	一个样
vfbj	珍版
vfxi	珍稀
vfwf	珍闻
zrvl	责任状
zzff	再作冯妇
yddd	一代代
burh	不食人间烟火
yjjm	一件件
vmuh	致命伤
wbhu	五保户
yjkh	亚健康
xdvy	现代主义
dujy	毒菌
hujk	互敬
huts	互通
suji	素鸡
hugj	互感
suyr	素愿
hubh	互帮
huvu	互助
duxm	毒腺
huys	互用
duba	毒霸
suvi	素志
hujn	互教
bjyu	不经一事
hubu	互不
sujp	素洁
suyz	素油
sudj	素淡
suih	素常
suri	素日
hxtr	还乡团
hulm	互连
quvh	青纱帐
hujm	互见
dufj	毒贩
huzg	互赠
suxb	素心
duan	毒案
suse	素色
duvf	毒针
humm	互勉
duer	毒饵
dufj	毒犯
duqi	毒气
yjbh	一级棒
huug	互生
huli	互利
suif	素称
duwu	毒物
dujm	毒箭
duyb	毒瘾
suwf	素闻
suvl	素装
suwf	素问
sujk	素净
hudc	互道
suvl	素妆
hudi	互递
sunv	素女
bjrl	不绝如缕
hujp	互借
hubc	互保
duhx	毒化
suua	素纱
yllv	一缕缕
dumz	毒谋
huyi	互译
duji	毒计
hupk	互评
duji	毒剂
huww	互为
huue	互设
yizu	夷族
hurf	互认
hull	互谅
bjqi	班期
yybv	一言蔽之
xyyr	下议院
yuvv	玉坠
bjmc	斑蝥
yuui	玉石
ywev	一望而知
qsvi	琼脂
wfjk	王府井
bjkk	斑块
yuul	玉霜
bjgv	班规
yfly	一府两院
qsyc	琼瑶
hwbl	互为表里
yudd	玉带
xrji	璇玑
bkbb	不亢不卑
buyd	不识一丁
bjdm	斑点
yuxi	玉溪
yyth	一言堂
qshd	琼海
bjli	班里
yuvc	玉照
qsvs	琼中
yuqi	玉器
bjbp	班别
sjyr	速记员
eyvu	恶语中伤
wjsm	五讲四美
lljp	理论界
yudn	玉雕
yuuj	玉山
bjfg	班风
wymb	王永民
qsju	琼剧
yubi	玉璧
yyyv	一言以蔽之
zjye	再就业
lljx	理论家
gyui	更衣室
yurs	玉容
yuse	玉色
yuxi	玉玺
tgqu	天高气爽
yuhl	玉皇
yubo	玉帛
bjbd	斑白
yuuz	玉手
yuvi	玉指
yuuu	玉树
bjji	班机
qslz	琼楼
yulb	玉林
pfgf	平方根
yupj	玉盘
khxk	开户行
byzm	不言自明
bjwu	班务
bjtu	斑秃
bjvu	斑竹
bjww	班委
yulj	玉兰
yudi	玉帝
yuyj	玉颜
bjhf	斑痕
bjvf	斑疹
bjhv	班会
yuti	玉体
bjfw	班费
wyui	五言诗
bjvu	班主
bjfh	班房
yxhx	一席话
qmjk	虔敬
zjhx	紫荆花
huzi	虎子
xuvi	虚职
hujb	虎劲
xujn	虚骄
xutc	虚套
huww	虎威
ksbk	卡萨布兰卡
xuhc	虚耗
huxu	虎须
hubc	虎豹
xuvs	虚肿
hubf	虎贲
mjgo	瞒过
ntvg	虐政
hlpi	虎落平川
hupi	虎皮
mgls	矇眬
xumn	虚渺
yyuv	眼药水
xuyu	虚誉
xuhl	虚晃
mjhs	瞒哄
hukz	虎口
huxn	虎啸
xujk	虚惊
bnbk	彪炳
xuuu	虚数
xuzi	虚字
huui	虎视
huqm	虎钳
jurj	遽然
xuui	虚饰
xuyj	虚掩
ntda	虐打
xuvi	虚掷
huui	虎势
lult	虏掠
xuci	虚辞
phtk	皮划艇
kstl	卡斯特罗
mnxl	瞄向
bnvl	彪壮
xuvg	虚症
hujl	虎将
xulk	虚灵
huzd	虎仔
xuxl	虚像
xuww	虚位
huwf	虎纹
vgww	止戈为武
xuuk	虚衰
ntlm	虐恋
xudj	虚诞
xuwf	虚文
xlyj	瞎了眼
pylo	皮耶罗
kbsj	卡巴斯基
picc	皮草
pihl	皮黄
pijl	皮匠
pong	颇能
pofg	颇丰
pivi	皮脂
dddm	点对点
pimc	皮帽
picg	皮层
pixp	皮屑
piui	皮实
piyi	皮椅
pixl	皮相
pimm	皮棉
piis	皮重
ktpm	卡通片
pode	颇得
pifa	皮筏
pidd	皮袋
pojx	颇佳
pijm	皮件
piho	皮货
pivi	皮纸
pivh	皮张
porh	颇让
knji	卡耐基
xyqb	虚有其表
vebq	卓而不群
udjt	睡大觉
kfyu	肯于
uyui	瞬时
uyji	瞬即
kfqi	肯綮
ktji	肯塔基
qiiu	歧出
mjew	目击耳闻
mjve	目击者
kfka	卡夫卡
mwfj	目无法纪
qijm	歧见
qiyi	歧异
xwpm	虚无飘渺
cqbl	此起彼落
qiyi	歧意
mwyz	目无余子
mwqn	目无全牛
qihx	歧化
djlv	点击率
xwvy	虚无主义
yvzi	眼珠子
tuiu	凸出
tuxm	凸现
vyvu	止于至善
xuyi	盱眙
cyui	此一时
tuly	凸轮
ybjm	眼不见
lsfu	卢瑟福
tujn	凸角
tujk	凸镜
tubj	凸版
vtdd	战天斗地
mbjj	目不交睫
vbvu	止不住
uxji	上下级
ubzu	上班族
kaui	卡式
imqi	瞋目切齿
uhui	上世
uhyr	上院
uhjb	上劲
uhyz	上有
uhiy	上唇
kazd	卡在
uhbw	上辈
uhwj	上万
uhda	上达
dddm	鼎鼎大名
uhzz	上奏
uhfw	上肥
uhbn	上膘
uhfu	上腹
uhlm	上脸
uhzd	上载
uhui	上士
mulu	目露
muji	目击
uhyr	上元
vijk	止境
kagv	卡规
uhxk	上刑
uhvi	上至
viyu	止于
kadd	卡带
uhlp	上列
uhyu	上虞
vyxx	睁眼瞎
kaju	卡具
uhys	上涌
vike	止渴
uhsu	上溯
uhju	上举
uhjb	上紧
uhvc	上照
uhpb	上品
kaen	卡恩
uhjx	上架
muli	目力
uhgv	上轨
uhjp	上界
uhvh	上账
uhbi	上臂
uhjp	上届
uhuu	上书
uhxb	上心
uhdg	上灯
uhjx	上家
uhwj	上完
kaqm	卡钳
uhpu	上铺
uhjk	上镜
kala	卡拉
uhpc	上抛
uhuu	上树
uhxl	上相
uhdh	上档
uhke	上可
uhji	上机
uhvi	上智
uhir	上船
uhxl	上香
uhfj	上翻
uhyi	上移
kate	卡特
uhig	上乘
uhqm	上签
uhds	上冻
vits	止痛
uhur	上闩
uhvj	上站
uhyi	上意
uhhc	上好
uhgs	上供
quuu	氍毹
uhrf	上任
uhww	上位
uhff	上分
uhrf	上人
uhho	上货
vivu	止住
kavi	卡纸
uhjn	上缴
uhxm	上弦
uhji	上计
uhjk	上京
bbgu	步步高升
uhfh	上访
dugs	督工
klsi	卡洛斯
duvf	督阵
buiu	步出
pbcu	颦蹙
butd	步态
bujb	步进
ulxu	上漏下湿
pbdd	频带
igmu	瞠目
duvj	督战
uhtj	上海滩
bufa	步法
ylww	眼泪汪汪
buce	步测
duxt	督学
duui	督师
buuc	步哨
bufu	步幅
dudc	督导
pbuu	频数
pbkr	频宽
lfgs	卢浮宫
dujy	督军
pbmi	频密
uuzu	叔祖
dufu	督抚
duia	督查
iyji	柴油机
lgqn	卢沟桥
buih	步长
buxk	步行
buru	步入
mgrd	目光如豆
mgru	目光如鼠
uugs	叔公
pbrg	频仍
uuvi	叔侄
uufu	叔父
uubd	叔伯
uumu	叔母
pbpu	频谱
dufu	督府
jqui	旧式
vovu	卓著
jqif	旧臣
jqqu	旧区
jqgr	旧观
jqyz	旧友
jqyz	旧有
jqli	旧历
lwda	卢旺达
vojn	桌脚
jqai	旧爱
jqdi	旧地
jqig	旧城
jqkr	旧款
jqyu	旧雨
jqvi	旧址
jqjn	旧教
jqui	旧事
jqee	旧恶
jqxt	旧学
jqui	旧时
jqri	旧日
jqie	旧车
vojm	卓见
voyi	卓异
jqqk	旧情
jquu	旧书
jqxi	旧习
jqye	旧业
vodg	桌灯
jqjx	旧家
jqan	旧案
jqnm	旧年
jqvi	旧制
jqde	旧的
jqvi	旧指
vobj	桌板
jqvi	旧知
jqif	旧称
jqwu	旧物
jqwf	旧闻
voqm	桌前
jqbk	旧病
jqvh	旧章
jqbu	旧部
jqjn	旧交
voli	卓立
jqhc	旧好
jqli	旧例
jqti	旧体
jqzo	旧作
jqsu	旧俗
jqho	旧货
jqyt	旧约
jqui	旧诗
voui	卓识
jqfh	旧房
jqji	旧迹
vodi	桌底
jqhx	旧话
jqwf	旧文
vjmu	战幕
vjgs	战功
vjqu	战区
dmzi	点子
dmiu	点出
dmxi	点戏
dmyj	点验
vjvu	占驻
dzes	鼎足而三
vjya	占压
vjig	战成
dzel	鼎足而立
vjdi	战地
vjqu	占去
vjgx	占卦
dmqi	点起
dmdc	点到
vjbn	战表
utxx	上吐下泻
vjli	占理
vjui	战事
dmjk	点睛
dmka	点卡
vjju	战具
vjmj	占满
dmqk	点清
dmdi	点滴
dmrj	点染
dmmk	点明
vjui	战时
dmti	点题
vjgo	战果
vjxk	占星
dmju	点距
vjui	战史
vjba	战罢
vjju	占居
vjqk	战情
dmuz	点收
vjju	战局
dmfa	点发
dmxb	点心
dmdg	点灯
dmdk	点定
vjho	战祸
dmjp	点解
dmqm	点钱
dmic	点钞
dmbo	点拨
dmpn	点票
dmxk	点醒
dmdh	点档
vjge	战歌
vjji	战机
vjli	战栗
dmxn	点校
dmjm	点检
vjxm	占先
chby	此呼彼应
vjqm	战前
vjdr	战端
dmjl	点将
vjdc	战刀
dmch	点仓
vjyz	占优
vjli	战例
dmww	点位
vjff	占分
dmhx	点化
vjxm	占线
vjww	占为
vjxy	战讯
dmll	点亮
vjqi	战旗
vjyk	战鹰
lucd	卤菜
lusu	卤素
luuv	卤水
luww	卤味
luya	卤鸭
luhx	卤化
vfjp	贞节
vfgr	贞观
vflp	贞烈
uuxx	上山下乡
vfde	贞德
vffu	贞妇
cjvi	餐巾纸
vuww	占山为王
yjwu	眼见为实
dkge	鼎革
lubu	卢布
dkvu	鼎助
luql	颅腔
lunc	颅脑
cqcj	此情此景
dkdk	鼎鼎
dkfw	鼎沸
luwj	卢湾
mxmj	瞒心昧己
dkli	鼎力
lugu	颅骨
dkui	鼎峙
kndi	肯尼迪
dkdh	鼎铛
luso	卢梭
dkli	鼎立
luci	鸬鹚
lubi	卢比
vuwh	瞩望
miqi	眯起
mmws	目迷五色
bbqg	彪炳千古
mifg	眯缝
xxle	瞎了
hxlt	虎穴龙潭
pvbc	皮之不存
ucxt	上窜下跳
djdj	眈眈
xxyj	瞎眼
xxhy	瞎混
xxiv	瞎吹
xxvr	瞎转
yksh	眼空四海
xxho	瞎火
xxmo	瞎摸
xxvx	瞎抓
xxxl	瞎想
kbql	卡宾枪
xxil	瞎闯
xxbm	瞎编
xxvz	瞎诌
xxhx	瞎话
pesi	皮尔斯
cjtd	餐台
vjgr	瞻观
vjgu	瞻顾
cjbu	餐布
dtij	点铁成金
yidb	眼馋肚饱
cjdm	餐点
zwgl	紫外光
yjue	眼镜蛇
vgyr	睁圆
cyye	餐饮业
cjui	餐室
vjli	瞻礼
cjrj	粲然
cjhz	餐后
cjyi	餐椅
diji	点钞机
vgve	睁着
cjhv	餐会
cjww	餐位
vjnm	瞻念
cjfw	餐费
kewn	卡尔维诺
vjwh	瞻望
klqi	卡拉奇
ibih	齿白唇红
utxx	上推下卸
kxou	卡西欧
dkfh	盯防
zjig	紫禁城
dkjb	盯紧
dkui	盯视
ubhx	叔本华
dkvu	盯住
uvwo	睡卧
ihqh	瞠乎其后
uvzd	睡在
vads	眨动
uvdc	睡到
uvxx	睡下
uvxy	上智下愚
iziz	瞅瞅
uvmc	睡帽
izjm	瞅见
uvpc	睡袍
kter	卡特尔
uvyi	睡椅
uvxl	睡相
uvde	睡得
uvqm	睡前
uvyi	睡意
uvhc	睡好
dwuq	睹物伤情
uvxl	睡乡
uvmo	睡魔
dxgg	鼎新革故
uuru	上善若水
htyh	虎头燕颔
vtyc	止痛药
hdlv	虎斗龙争
dtvj	点头之交
ubuf	上半身
jbff	旧病复发
ujju	瞬间即逝
tsrf	瞳仁
yjer	眼耳
yjks	眼孔
uhxu	上好下甚
yjmu	眼目
yjxx	眼瞎
yjiz	眼瞅
yjts	眼瞳
yjjm	眼睑
yjjm	眼尖
yjqm	眼浅
yjbo	眼波
yjvs	眼中
yjli	眼力
yjmw	眼眉
yjkk	眼快
yjui	眼屎
yjlm	眼帘
yjwo	眼窝
yjse	眼色
yjre	眼热
yjuc	眼梢
yjug	眼生
yjji	眼疾
yjxm	眼线
qniu	瞧出
pjgu	盼顾
dgda	瞪大
jtew	具体而微
qnqu	瞧去
kvww	睽违
pjdc	盼到
pjld	盼来
dgyr	瞪圆
vljy	占领军
dgui	瞪视
juxl	具象
jumk	具名
iigf	齿根
cfbq	此伏彼起
lhwu	卤化物
iitn	齿条
qnna	瞧那
jujp	具结
jtui	旧体诗
qnve	瞧这
juwf	具文
cixl	此项
zijk	紫荆
zisu	紫苏
cihl	雌黄
cirv	雌蕊
ziww	紫薇
cihx	雌花
ziyh	紫阳
idji	柴鸡
idhu	柴胡
idhv	柴灰
xpxu	些须
zidn	紫貂
ciqu	此去
iddo	柴垛
iddv	柴堆
civi	此致
ciui	此事
zibj	紫斑
ugux	上纲上线
xpxn	些小
zihw	紫黑
zibm	紫边
citp	此帖
cize	此则
ciqk	此情
ciuu	此书
cixb	此心
idmi	柴米
zihe	紫褐
cian	此案
zijb	紫金
ziuj	紫杉
zitj	紫檀
cixk	此行
ciwu	此物
citn	此条
idhe	柴禾
zidm	紫癜
cidc	此道
idmf	柴门
cifu	雌伏
xpge	些个
ciww	此谓
xrho	眩惑
uyyr	上议院
xrmu	眩目
xrgl	眩光
xxyd	虚席以待
xrmi	眩迷
bhji	步话机
jdit	旧调重弹
xrrf	眩人
uzlv	上座率
hsji	鸿基
jncd	浇菜
ucrx	深藏若虚
vjlj	湛蓝
mjqb	满勤
hsmg	鸿蒙
ghqu	港区
hbzi	活靶子
jllk	江陵
hviu	汇出
mjyr	满院
jlfh	江防
xpjb	泄劲
hvig	汇成
hsyj	鸿雁
mjyk	满盈
mjdu	满肚
grih	灌肠
mjdi	满地
uuwu	涉世未深
jldi	江堤
jngo	浇过
ghbu	港埠
hswu	洪武
hvdc	汇到
mjtm	满天
jlqk	江青
xybj	学艺不精
vjbi	湛碧
mjyj	满眼
xptj	泄滩
hsbo	洪波
jnuv	浇水
ykhv	潆洄
jlyz	江油
jlhk	江淮
grvu	灌注
mjui	满师
mjyr	满员
hsen	洪恩
jlbm	江边
jlan	江岸
mjsv	满岁
hvvj	汇展
ghju	港剧
hsye	鸿业
hslu	洪炉
lchd	涝害
juvc	济世之才
mjee	满额
moui	漠视
morj	漠然
hvls	汇拢
mjhz	满后
hsvc	鸿爪
grvi	灌制
mjnk	满拧
jndc	浇捣
grdk	灌顶
grbh	光荣榜
hshu	鸿鹄
dgww	党工委
