,﻿
鲍,ba4o
爆,ba4o
杯,be1i
碑,be1i
悲,be1i
卑,be1i
北,be3i
辈,be4i
背,be4i
贝,be4i
钡,be4i
倍,be4i
狈,be4i
备,be4i
惫,be4i
焙,be4i
被,be4i
奔,be1n
苯,be3n
本,be3n
笨,be4n
崩,be1ng
绷,be1ng
甭,be2ng
泵,be4ng
蹦,be4ng
迸,be4ng
逼,bi1
鼻,bi2
比,bi3
鄙,bi3
笔,bi3
彼,bi3
碧,bi4
蓖,bi4
蔽,bi4
毕,bi4
毙,bi4
毖,bi4
币,bi4
庇,bi4
痹,bi4
闭,bi4
敝,bi4
弊,bi4
必,bi4
辟,pi4
壁,bi4
臂,bi4
避,bi4
陛,bi4
鞭,bia1n
边,bia1n
编,bia1n
贬,bia3n
扁,bia3n
便,bia4n
变,bia4n
卞,bia4n
辨,bia4n
辩,bia4n
辫,bia4n
遍,bia4n
标,bia1o
彪,bia1o
膘,bia1o
表,bia3o
鳖,bie1
憋,bie1
别,bie2
瘪,bie3
彬,bi1n
斌,bi1n
濒,bi1n
滨,bi1n
宾,bi1n
摈,bi4n
兵,bi1ng
冰,bi1ng
柄,bi3ng
丙,bi3ng
秉,bi3ng
饼,bi3ng
炳,bi3ng
睝,li2
睞,la4i
睟,sui4
睠,jua4n
睤,bi4
睧,hu1n
睩,lu4
睪,yi4
睭,zho3u
睮,yu2
睯,hu1n
睰,ma4
睱,xia4
睲,xi3ng
睳,hui1
睴,gu4n
睵,za1i
睶,chu3n
睷,jia1n
睸,me4i
睺,ho2u
睻,xua1n
睼,tia4n
瞁,xu4
瞂,fa2
瞃,wo4
瞆,kui4
瞇,mi1
瞈,we3ng
瞉,ko4u
瞊,da4ng
瞋,che1n
瞏,qio2ng
瞐,mo4
瞓,fe4n
瞔,ze2
瞕,zha4ng
瞖,yi4
瞗,dia1o
瞘,ko1u
瞙,mo4
瞚,shu4n
瞛,co1ng
瞜,lo1u
瞝,chi1
瞞,ma2n
瞡,gui1
瞣,wa4n
瞤,ru2n
瞦,xi1
瞨,pu2
瞫,she3n
瞭,lia3o
瞮,che4
瞯,xia2n
瞱,ye4
瞲,xu4
瞴,mo2u
瞶,gui4
瞷,jia4n
瞸,ye4
瞹,a4i
瞺,hui4
瞼,jia3n
瞾,zha4o
矀,me2i
矁,cho3u
矂,sa4o
矃,ni3ng
矄,xu1n
矅,ya4o
矆,huo4
矇,me2ng
矈,mia2n
矉,pi2n
矊,mia2n
矋,le3i
矌,kua4ng
矎,xua1n
矏,mia2n
矐,huo4
矑,lu2
矒,me2ng
矓,lo2ng
矔,gua4n
矕,ma3n
矖,xi3
矘,ta3ng
矙,ka4n
矚,zhu3
矝,ji1n
矞,yu4
矟,shuo4
矠,ze2
矡,jue2
矤,she3n
病,bi4ng
并,bi4ng
玻,bo1
菠,bo1
播,bo1
拨,bo1
钵,bo1
波,bo1
博,bo2
勃,bo2
搏,bo2
铂,bo2
箔,bo2
伯,bo2
帛,bo2
舶,bo2
脖,bo2
膊,bo2
渤,bo2
泊,po1
驳,bo2
捕,bu3
卜,bo
哺,bu3
补,bu3
埠,bu4
不,bu4
布,bu4
步,bu4
簿,bu4
部,bu4
怖,bu4
擦,ca1
猜,ca1i
裁,ca2i
材,ca2i
才,ca2i
财,ca2i
睬,ca3i
踩,ca3i
采,ca3i
彩,ca3i
菜,ca4i
蔡,ca4i
餐,ca1n
参,ca1n
蚕,ca2n
残,ca2n
惭,ca2n
惨,ca3n
灿,ca4n
苍,ca1ng
舱,ca1ng
仓,ca1ng
沧,ca1ng
藏,ca2ng
操,ca1o
糙,ca1o
槽,ca2o
曹,ca2o
草,ca3o
厕,ce4
策,ce4
侧,ce4
册,ce4
测,ce4
层,ce2ng
蹭,ce4ng
插,cha1
叉,cha1
茬,cha2
茶,cha2
查,cha2
碴,cha2
搽,cha2
察,cha2
岔,cha4
差,cha4
诧,cha4
拆,cha1i
柴,cha2i
豺,cha2i
搀,cha1n
掺,ca4n
蝉,cha2n
馋,cha2n
谗,cha2n
缠,cha2n
铲,cha3n
产,cha3n
阐,cha3n
颤,cha4n
昌,cha1ng
猖,cha1ng
矦,ho2u
矨,yi3ng
矪,zho1u
矯,jia3o
矰,ze1ng
矱,yue1
矲,ba4
矴,di4ng
矵,qi4
矷,zi3
矹,wu4
矺,zhe2
矻,ku1
矼,ga1ng
砃,da1n
砄,jue2
砅,li4
砆,fu1
砇,mi2n
砈,e3
砊,ka1ng
砋,zhi3
砎,jie4
砏,bi1n
砐,e4
砓,zhe2
砕,sui4
砙,wa3
砛,ji1n
砞,mo4
砠,ju1
砡,yu4
砢,ke1
砤,tuo2
砨,e4
砪,mu3
砫,zhu4
砮,nu3
砯,pi1ng
砱,li2ng
砲,pa4o
砳,le4
砵,bo1
砶,po4
砽,yo4ng
砿,kua4ng
硁,ke1ng
硂,qua2n
硃,zhu1
硄,kua1ng
硆,e4
硈,qia4
硉,lu4
硊,we3i
硋,a4i
硍,xia4n
硏,ya2n
硑,pe1ng
硓,la3o
硔,ho2ng
硘,qing
硙,we2i
硚,qia2o
硛,yi4
硜,ke1ng
硞,que4
硟,cha4n
硠,la2ng
硡,ho1ng
硢,yu2
硣,xia1o
硤,xia2
硥,ma3ng
硦,luo4
硧,yo3ng
硨,che1
硩,che4
硯,ya4n
硰,sha1
硱,ku3n
硲,yu4
硳,chi4
硴,hua1
硵,lu3
硶,che3n
硸,nve4
硹,so1ng
硺,zhuo2
硻,ke1ng
硽,ya1n
硾,zhui4
硿,ko1ng
碀,che2ng
碁,qi2
碂,zo4ng
碃,qi4ng
场,cha3ng
尝,cha2ng
常,cha2ng
长,zha3ng
偿,cha2ng
肠,cha2ng
厂,cha3ng
敞,cha3ng
畅,cha4ng
唱,cha4ng
倡,cha4ng
超,cha1o
抄,cha1o
钞,cha1o
朝,cha2o
嘲,cha2o
潮,cha2o
巢,cha2o
吵,cha3o
炒,cha3o
车,che1
扯,che3
撤,che4
掣,che4
彻,che4
澈,che4
郴,che1n
臣,che2n
辰,che2n
尘,che2n
晨,che2n
忱,che2n
沉,che2n
陈,che2n
趁,che4n
衬,che4n
撑,che1ng
称,che1ng
城,che2ng
橙,che2ng
成,che2ng
呈,che2ng
乘,che2ng
程,che2ng
惩,che2ng
澄,che2ng
诚,che2ng
承,che2ng
逞,che3ng
骋,che3ng
秤,che4ng
吃,chi1
痴,chi1
持,chi2
匙,shi
池,chi2
迟,chi2
弛,chi2
驰,chi2
耻,chi3
齿,chi3
侈,chi3
尺,chi3
赤,chi4
翅,chi4
斥,chi4
炽,chi4
充,cho1ng
冲,cho1ng
虫,cho2ng
崇,cho2ng
宠,cho3ng
抽,cho1u
酬,cho2u
畴,cho2u
踌,cho2u
稠,cho2u
愁,cho2u
筹,cho2u
仇,cho2u
绸,cho2u
瞅,cho3u
丑,cho3u
臭,cho4u
初,chu1
出,chu1
橱,chu2
厨,chu2
躇,chu2
锄,chu2
雏,chu2
滁,chu2
除,chu2
楚,chu3
碄,li2n
碅,ju1n
碆,bo1
碈,mi2n
碊,jia1n
碋,he4
碏,que4
碐,le2ng
碒,yi2n
碔,wu3
碕,qi2
碖,lu3n
碙,na2o
碝,rua3n
碞,ya2n
碠,di4ng
碢,tuo2
碤,yi1ng
碦,ke4
碨,we4i
碩,shuo4
碪,zhe1n
碫,dua4n
碬,xia2
碭,da4ng
碮,ti2
碯,na3o
碵,tia2n
碶,qi4
碷,du4n
碸,fe1ng
確,que4
碻,que4
碼,ma3
碽,go1ng
碿,su4
磀,e2
磂,liu2
磃,si1
磄,ta2ng
磆,hua2
磇,pi1
磈,we3i
磌,tia2n
磍,xia2
磎,xi1
磏,lia2n
磑,we2i
磒,yu3n
磓,dui1
磖,la2
磗,zhua1n
磘,ya2o
磚,zhua1n
磛,cha2n
磜,qi4
磝,a2o
磞,pe1ng
磟,liu4
磠,lu3
磡,ka4n
磢,chua3ng
磣,che3n
磤,yi3n
磥,le3i
磦,bia1o
磧,qi4
磩,qi4
磪,cui1
磫,zo1ng
磭,chuo4
磮,lu2n
磯,ji1
磰,sha4n
磱,la2o
磳,ze1ng
磵,jia4n
磶,xi4
磸,di4ng
磹,ta2n
磻,pa2n
磼,za2
磽,qia1o
磾,di1
磿,li4
礀,jia4n
礂,xi1
礃,zha3ng
礄,qia2o
礆,jia3n
礇,yu4
礈,zhui4
礉,he2
礊,ke4
礋,ze2
礌,le2i
础,chu3
储,chu3
矗,chu4
搐,chu4
触,chu4
处,chu4
揣,chua1i
川,chua1n
穿,chua1n
椽,chua2n
传,chua2n
船,chua2n
喘,chua3n
串,chua4n
疮,chua1ng
窗,chua1ng
幢,chua2ng
床,chua2ng
闯,chua3ng
创,chua4ng
吹,chui1
炊,chui1
捶,chui2
锤,chui2
垂,chui2
春,chu1n
椿,chu1n
醇,chu2n
唇,chu2n
淳,chu2n
纯,chu2n
蠢,chu3n
戳,chuo1
绰,chuo4
疵,ci1
茨,ci2
磁,ci2
雌,ci2
辞,ci2
慈,ci2
瓷,ci2
词,ci2
此,ci3
刺,ci4
赐,ci4
次,ci4
聪,co1ng
葱,co1ng
囱,co1ng
匆,co1ng
从,co2ng
丛,co2ng
凑,co4u
粗,cu1
醋,cu4
簇,cu4
促,cu4
蹿,cua1n
篡,cua4n
窜,cua4n
摧,cui1
崔,cui1
催,cui1
脆,cui4
瘁,cui4
粹,cui4
淬,cui4
翠,cui4
村,cu1n
存,cu2n
寸,cu4n
磋,cuo1
撮,cuo1
搓,cuo1
措,cuo4
挫,cuo4
错,cuo4
搭,da1
达,da2
答,da2
瘩,da1
打,da3
大,da4
呆,da1i
歹,da3i
傣,da3i
戴,da4i
带,da4i
殆,da4i
代,da4i
贷,da4i
袋,da4i
待,da4i
逮,da3i
礍,jie2
礎,chu3
礏,ye4
礐,que4
礑,da4ng
礒,yi3
礔,pi1
礕,pi1
礖,yu4
礗,pi1n
礘,e4
礙,a4i
礚,ke1
礛,jia1n
礜,yu4
礝,rua3n
礟,pa4o
礠,ci2
礡,bo2
礢,ya3ng
礣,ma4
礥,xia2n
礦,kua4ng
礧,le2i
礨,le3i
礩,zhi4
礪,li4
礫,li4
礬,fa2n
礭,que4
礮,pa4o
礯,yi1ng
礰,li4
礱,lo2ng
礲,lo2ng
礳,mo4
礵,shua1ng
礶,gua4n
礷,la2n
礸,ca3
礹,ya2n
礽,re2ng
礿,yue4
祂,ta1
祃,ma4
祄,xie4
祅,ya1o
祇,qi2
祊,be1ng
祋,dui4
祌,zho4ng
祍,re4n
祎,yi1
祏,shi2
祐,yo4u
祑,zhi4
祒,tia2o
祔,fu4
祕,mi4
祘,sua4n
祙,me4i
祡,cha2i
祣,lv3
祤,yu3
祦,wu2
祩,zhu4
祪,gui3
祫,xia2
祬,zhi1
祮,ga4o
祰,ga4o
祱,shui4
祲,ji4n
祳,she4n
祴,ga1i
祵,ku3n
祶,di4
祹,ta2o
祻,gu4
祼,gua4n
祽,zui4
祾,li2ng
祿,lu4
禂,da3o
禃,zhi2
禆,bi4
禇,zhe3
禈,hui1
禉,yo3u
禋,yi1n
禌,zi1
禍,huo4
禎,zhe1n
禐,yua4n
禑,wu2
禒,xia3n
怠,da4i
耽,da1n
担,da1n
丹,da1n
单,da1n
郸,da1n
掸,da3n
胆,da3n
旦,da4n
氮,da4n
但,da4n
惮,da4n
淡,da4n
诞,da4n
弹,da4n
蛋,da4n
当,da1ng
挡,da3ng
党,da3ng
荡,da4ng
档,da4ng
刀,da1o
捣,da3o
蹈,da3o
倒,da4o
岛,da3o
祷,da3o
导,da3o
到,da4o
稻,da4o
悼,da4o
道,da4o
盗,da4o
德,de2
得,de2
的,de
蹬,de1ng
灯,de1ng
登,de1ng
等,de3ng
瞪,de4ng
凳,de4ng
邓,de4ng
堤,di1
低,di1
滴,di1
迪,di2
敌,di2
笛,di2
狄,di2
涤,di2
翟,di2
嫡,di2
抵,di3
底,di3
地,di4
蒂,di4
第,di4
帝,di4
弟,di4
递,di4
缔,di4
颠,dia1n
掂,dia1n
滇,dia1n
碘,dia3n
点,dia3n
典,dia3n
靛,dia4n
垫,dia4n
电,dia4n
佃,dia4n
甸,dia1n
店,dia4n
惦,dia4n
奠,dia4n
淀,dia4n
殿,dia4n
碉,dia1o
叼,dia1o
雕,dia1o
凋,dia1o
刁,dia1o
掉,dia4o
吊,dia4o
钓,dia4o
调,dia4o
跌,die1
爹,die1
碟,die2
蝶,die2
迭,die2
谍,die2
叠,die2
禓,ya2ng
禔,zhi1
禕,yi1
禖,me2i
禗,si1
禘,di4
禙,be4i
禛,zhe1n
禜,yo3ng
禝,ji4
禞,ga4o
禟,ta2ng
禠,si1
禡,ma4
禢,ta4
禣,fu4
禤,xua1n
禥,qi2
禦,yu4
禨,ji1
禩,si4
禪,cha2n
禫,da4n
禬,gui4
禭,sui4
禮,li3
禯,no2ng
禰,mi2
禱,da3o
禲,li4
禴,yue4
禵,ti2
禶,za4n
禷,le4i
禸,ro2u
禼,xie4
禿,tu1
秂,re2n
秄,zi3
秅,cha2
秇,yi4
秈,xia1n
秊,nia2n
秌,qiu1
秎,fe4n
秏,ha4o
秐,yu2n
秓,zhi1
秔,ji1ng
秖,zhi1
秗,yu4
秙,ku4
秚,ba4n
秛,pi1
秜,ni2
秝,li4
秞,yo2u
秠,pi1
秡,bo2
秢,li2ng
秥,nia2n
秨,zuo2
秪,zhi1
秬,ju4
秮,huo2
秱,to2ng
秲,zhi4
秳,huo2
秴,he2
秵,yi1n
秶,zi1
秷,zhi4
秹,re3n
秺,du4
秼,zhu1
秾,no2ng
秿,fu4
稁,ga3o
稄,xu4n
稅,shui4
稇,ku3n
稈,ga3n
稉,ji1ng
稊,ti2
稌,tu2
稏,ya4
稐,lu3n
稑,lu4
稒,gu4
稓,zuo2
稕,zhu4n
稖,ba4ng
稘,ji1
稙,zhi1
稛,ku3n
稜,le2ng
丁,di1ng
盯,di1ng
叮,di1ng
钉,di1ng
顶,di3ng
鼎,di3ng
锭,di4ng
定,di4ng
订,di4ng
丢,diu1
东,do1ng
冬,do1ng
董,do3ng
懂,do3ng
动,do4ng
栋,do4ng
侗,do4ng
恫,do4ng
冻,do4ng
洞,do4ng
兜,do1u
抖,do3u
斗,do4u
陡,do3u
豆,do4u
逗,do4u
痘,do4u
都,do1u
督,du1
毒,du2
犊,du2
独,du2
读,du2
堵,du3
睹,du3
赌,du3
杜,du4
镀,du4
肚,du4
度,du4
渡,du4
妒,du4
端,dua1n
短,dua3n
锻,dua4n
段,dua4n
断,dua4n
缎,dua4n
堆,dui1
兑,dui4
队,dui4
对,dui4
墩,du1n
吨,du1n
蹲,du1n
敦,du1n
顿,du4n
囤,du4n
钝,du4n
盾,du4n
遁,du4n
掇,duo1
哆,duo1
多,duo1
夺,duo2
垛,duo3
躲,duo3
朵,duo3
跺,duo4
舵,duo4
剁,duo4
惰,duo4
堕,duo4
蛾,e2
峨,e2
鹅,e2
俄,e2
额,e2
讹,e2
娥,e2
恶,e4
厄,e4
扼,e4
遏,e4
鄂,e4
饿,e4
恩,e1n
而,e2r
儿,e2r
耳,e3r
尔,e3r
饵,e3r
洱,e3r
二,e4r
稝,pe2ng
稟,bi3ng
稡,zui4
稢,yu4
稤,lve4
稥,xia1ng
稦,yi1
稧,xi4
稨,bia3n
稩,ji4
稪,fu2
稫,pi4
稬,nuo4
稭,jie1
種,zho3ng
稯,zo1ng
稰,xu3
稱,che1ng
稲,da4o
稴,xia2n
稵,zi1
稶,yu4
稸,xu4
稺,zhi4
稾,ga3o
穀,gu3
穁,ro2ng
穂,sui4
穃,rong
穄,ji4
穅,ka1ng
穇,ca3n
穈,me2i
穉,zhi4
穊,ji4
穋,lu4
穌,su1
積,ji1
穎,yi3ng
穏,we3n
穐,qiu1
穒,he4
穓,yi4
穔,hua2ng
穕,qie4
穖,ji3
穘,xia1o
穙,pu2
穚,jia1o
穛,zhuo1
穜,zho3ng
穝,zui
穞,lv3
穟,sui4
穠,no2ng
穡,se4
穢,hui4
穣,ra2ng
穤,nuo4
穥,yu4
穦,pi1n
穧,ji4
穨,tui2
穩,we3n
穪,che1ng
穫,huo4
穬,kua4ng
穭,lv3
穮,bia1o
穯,se4
穱,zhuo1
穲,li2
穳,cua2n
穵,wa1
穻,yu1
穼,she1n
穽,ji3ng
穾,ya4o
窂,la2o
窅,ya3o
窇,ba2o
窉,bi3ng
窊,wa1
窋,zhu2
窌,jia4o
窎,dia4o
窏,wu1
窐,gui1
窓,chua1ng
窔,ya4o
窙,xia1o
窚,che2ng
窛,ko4u
窞,da4n
窡,zhuo2
窢,xu1
贰,e4r
发,fa1
罚,fa2
筏,fa2
伐,fa2
乏,fa2
阀,fa2
法,fa3
珐,fa4
藩,fa1n
帆,fa1n
番,fa1n
翻,fa1n
樊,fa2n
矾,fa2n
钒,fa2n
繁,fa2n
凡,fa2n
烦,fa2n
反,fa3n
返,fa3n
范,fa4n
贩,fa4n
犯,fa4n
饭,fa4n
泛,fa4n
坊,fa1ng
芳,fa1ng
方,fa1ng
肪,fa2ng
房,fa2ng
防,fa2ng
妨,fa2ng
仿,fa3ng
访,fa3ng
纺,fa3ng
放,fa4ng
菲,fe1i
非,fe1i
啡,fe1i
飞,fe1i
肥,fe2i
匪,fe3i
诽,fe3i
吠,fe4i
肺,fe4i
废,fe4i
沸,fe4i
费,fe4i
芬,fe1n
酚,fe1n
吩,fe1n
氛,fe1n
分,fe1n
纷,fe1n
坟,fe2n
焚,fe2n
汾,fe2n
粉,fe3n
奋,fe4n
份,fe4n
忿,fe4n
愤,fe4n
粪,fe4n
丰,fe1ng
封,fe1ng
枫,fe1ng
蜂,fe1ng
峰,fe1ng
锋,fe1ng
风,fe1ng
疯,fe1ng
烽,fe1ng
逢,fe2ng
冯,fe2ng
缝,fe4ng
讽,fe3ng
奉,fe4ng
凤,fe4ng
佛,fu2
否,fo3u
夫,fu1
敷,fu1
肤,fu1
孵,fu1
扶,fu2
拂,fu2
辐,fu2
幅,fu2
氟,fu2
符,fu2
伏,fu2
俘,fu2
服,fu2
窣,su1
窤,gua1n
窧,zhuo
窩,wo1
窪,wa1
窫,ya4
窮,qio2ng
窯,ya2o
窰,ya2o
窱,tia3o
窲,cha2o
窴,tia2n
窵,dia4o
窶,ju4
窷,lia4o
窸,xi1
窹,wu4
窺,kui1
窻,chua1ng
窼,zha1o
窽,kua3n
窾,kua3n
竀,che1ng
竁,cui4
竂,lia2o
竃,za4o
竄,cua4n
竅,qia4o
竆,qio2ng
竇,do4u
竈,za4o
竉,lo3ng
竊,qie4
竌,chu4
竍,shi2
竎,fu4
竏,qia1n
竐,chu4
竑,ho2ng
竒,qi2
竓,ha2o
竔,she1ng
竕,fe1n
竗,mia4o
竘,qu3
竚,zhu4
竛,li2ng
竜,lo2ng
竝,bi4ng
竡,ba3i
竢,si4
竤,ho2ng
竧,ji4ng
竨,dia4o
竩,yi4
竪,shu4
竫,ji4ng
竬,qu3
竮,pi1ng
竰,li2
竱,zhua3n
竲,ce2ng
竳,de1ng
竴,cu1n
竵,wa1i
競,ji4ng
竷,ka3n
竸,ji4ng
竻,le4
竼,pe2ng
竾,chi2
笀,ma2ng
笁,zhu2
笂,wa2n
笅,jia3o
笇,sua4n
笉,qi3n
笌,ya2
笍,zhui4
笎,yua2n
笐,ha2ng
笒,ce2n
笓,bi4
笖,yi3
笗,do1ng
笘,sha1n
笚,da1
笜,zhu2
笝,na4
笟,gu1
笡,qie4
笢,mi3n
笣,ba1o
笧,ce4
笩,fa2
笭,li2ng
浮,fu2
涪,fu2
福,fu2
袱,fu2
弗,fu2
甫,fu3
抚,fu3
辅,fu3
俯,fu3
釜,fu3
斧,fu3
脯,pu2
腑,fu3
府,fu3
腐,fu3
赴,fu4
副,fu4
覆,fu4
赋,fu4
复,fu4
傅,fu4
付,fu4
阜,fu4
父,fu4
腹,fu4
负,fu4
富,fu4
讣,fu4
附,fu4
妇,fu4
缚,fu4
咐,fu4
噶,ga2
嘎,ga1
该,ga1i
改,ga3i
概,ga4i
钙,ga4i
盖,ga4i
溉,ga4i
干,ga4n
甘,ga1n
杆,ga1n
柑,ga1n
竿,ga1n
肝,ga1n
赶,ga3n
感,ga3n
秆,ga3n
敢,ga3n
赣,ga4n
冈,ga1ng
刚,ga1ng
钢,ga1ng
缸,ga1ng
肛,ga1ng
纲,ga1ng
岗,ga3ng
港,ga3ng
杠,ga1ng
篙,ga1o
皋,ga1o
高,ga1o
膏,ga1o
羔,ga1o
糕,ga1o
搞,ga3o
镐,ga3o
稿,ga3o
告,ga4o
哥,ge1
歌,ge1
搁,ge1
戈,ge1
鸽,ge1
胳,ge1
疙,ge1
割,ge1
革,ge2
葛,ge2
格,ge2
蛤,ha2
阁,ge2
隔,ge2
铬,ge4
个,ge4
各,ge4
给,ge3i
根,ge1n
跟,ge1n
耕,ge1ng
更,ge4ng
庚,ge1ng
羹,ge1ng
笯,nu2
笰,fu2
笲,fa2n
笴,ga3n
笵,fa4n
笶,shi3
笷,ma3o
笹,ti
笻,qio2ng
笽,mi3n
笿,luo4
筀,gui4
筁,qu1
筂,chi2
筃,yi1n
筄,ya4o
筆,bi3
筈,kuo4
筊,xia2o
筍,su3n
筎,ru2
筓,ji1
筕,ha2ng
筗,zho4ng
筙,la2i
筜,da1ng
筞,ce4
筟,fu1
筡,tu2
筣,li2
筤,la2ng
筥,ju3
筦,gua3n
筧,jia3n
筨,ha2n
筩,to2ng
筪,xia2
筫,zhi4
筬,che2ng
筭,sua4n
筯,zhu4
筰,zuo2
筳,ti2ng
筴,ce4
筶,ga4o
筸,ga1n
筺,kua1ng
筼,yu2n
筽,o1u
筿,xia3o
箁,po2u
箂,la2i
箃,zo1u
箄,bi3
箆,bi4
箇,ge4
箈,ta2i
箉,gua3i
箊,yu1
箋,jia1n
箌,da4o
箎,chi2
箏,zhe1ng
箑,sha4
箒,zho3u
箓,lu4
箖,li2n
箘,ju4n
箙,fu2
箚,zha2
箛,gu1
箞,qia1n
箟,ju4n
箠,chui2
箣,ce4
箤,zu2
箥,bo3
箮,xua1n
箯,bia1n
箰,su3n
箲,xia3n
箳,pi2ng
箵,xi1ng
箶,hu2
箷,yi2
箹,yue1
箺,chu1n
箻,lv4
箼,wu1
箽,do3ng
箾,shuo4
箿,ji2
節,jie2
篂,xi1ng
篃,me4i
範,fa4n
埂,ge3ng
耿,ge3ng
梗,ge3ng
工,go1ng
攻,go1ng
功,go1ng
恭,go1ng
龚,go1ng
供,go1ng
躬,go1ng
公,go1ng
宫,go1ng
弓,go1ng
巩,go3ng
汞,go3ng
拱,go3ng
贡,go4ng
共,go4ng
钩,go1u
勾,go1u
沟,go1u
苟,go3u
狗,go3u
垢,go4u
构,go4u
购,go4u
够,go4u
辜,gu1
菇,gu1
咕,gu1
箍,gu1
估,gu1
沽,gu1
孤,gu1
姑,gu1
鼓,gu3
古,gu3
蛊,gu3
骨,gu3
谷,gu3
股,gu3
故,gu4
顾,gu4
固,gu4
雇,gu4
刮,gua1
瓜,gua1
剐,gua3
寡,gua3
挂,gua4
褂,gua4
乖,gua1i
拐,gua3i
怪,gua4i
棺,gua1n
关,gua1n
官,gua1n
冠,gua1n
观,gua1n
管,gua3n
馆,gua3n
罐,gua4n
惯,gua4n
灌,gua4n
贯,gua4n
光,gua1ng
广,gua3ng
逛,gua4ng
瑰,gui1
规,gui1
圭,gui1
硅,gui1
归,gui1
龟,gui1
闺,gui1
轨,gui3
鬼,gui3
诡,gui3
癸,gui3
桂,gui4
柜,gui4
跪,gui4
贵,gui4
刽,gui4
辊,gu3n
滚,gu3n
棍,gu4n
锅,guo1
郭,guo1
国,guo2
果,guo3
裹,guo3
过,guo4
哈,ha1
篅,chua2n
篈,fe1ng
築,zhu4
篊,hua2ng
篋,qie4
篍,qiu1
篎,mia3o
篏,qia4n
篐,gu1
篒,shi
篔,yu2n
篕,he2
篖,ta2ng
篗,yue4
篘,cho1u
篛,ruo4
篜,zhe1ng
篞,nie4
篟,qia4n
篠,xia3o
篢,lo3ng
篣,pe2ng
篤,du3
篧,zhuo2
篨,chu2
篩,sha1i
篫,zhu4
篬,qia1ng
篭,lo2ng
篯,jia1n
篰,bu4
篲,hui4
篳,bi4
篴,di2
篵,co1ng
篶,ya1n
篸,ca3n
篹,zhua4n
篺,pi2
篻,pia3o
篽,yu4
篿,tua2n
簀,ze2
簁,sha1i
簂,gui4
簃,yi2
簄,hu4
簅,cha3n
簆,ko4u
簈,pi2ng
簉,za4o
簊,ji1
簍,lo3u
簎,ce4
簐,nia3n
簑,suo1
簒,cua4n
簓,dia1o
簔,suo1
簕,le4
簗,zhu4
簘,xia1o
簙,bo2
簚,mi4
簛,sha1i
簜,da4ng
簝,lia2o
簞,da1n
簠,fu3
簡,jia3n
簢,mi3n
簣,kui4
簤,da4i
簥,jia1o
簨,su3n
簩,la2o
簫,xia1o
簬,lu4
簭,shi4
簮,za1n
簯,qi
簰,pa2i
簱,qi2
簲,pa2i
簳,ga3n
簴,ju4
簵,lu4
簶,lu4
簷,ya2n
簹,da1ng
簺,sa4i
簻,zhua1
簼,go1u
簽,qia1n
簾,lia2n
籂,shi
骸,ha2i
孩,ha2i
海,ha3i
氦,ha4i
亥,ha4i
害,ha4i
骇,ha4i
酣,ha1n
憨,ha1n
邯,ha2n
韩,ha2n
含,ha2n
涵,ha2n
寒,ha2n
函,ha2n
喊,ha3n
罕,ha3n
翰,ha4n
撼,ha4n
捍,ha4n
旱,ha4n
憾,ha4n
悍,ha4n
焊,ha4n
汗,ha4n
汉,ha4n
夯,ha1ng
杭,ha2ng
航,ha2ng
壕,ha2o
嚎,ha2o
豪,ha2o
毫,ha2o
郝,ha3o
好,ha3o
耗,ha4o
号,ha4o
浩,ha4o
呵,he1
喝,he1
荷,he2
菏,he2
核,he2
禾,he2
和,he2
何,he2
合,he2
盒,he2
貉,ha2o
阂,he2
河,he2
涸,he2
赫,he4
褐,he4
鹤,he4
贺,he4
嘿,he1i
黑,he1i
痕,he2n
很,he3n
狠,he3n
恨,he4n
哼,he1ng
亨,he1ng
横,he2ng
衡,he2ng
恒,he2ng
轰,ho1ng
哄,ho3ng
烘,ho1ng
虹,ho2ng
鸿,ho2ng
洪,ho2ng
宏,ho2ng
弘,ho2ng
红,ho2ng
喉,ho2u
侯,ho2u
猴,ho2u
吼,ho3u
厚,ho4u
候,ho4u
后,ho4u
呼,hu1
乎,hu1
忽,hu1
瑚,hu2
壶,hu2
葫,hu2
胡,hu2
蝴,hu2
狐,hu2
糊,hu2
湖,hu2
籃,la2n
籄,kui4
籅,yu2
籆,yue4
籇,ha2o
籈,zhe1n
籉,ta2i
籊,ti4
籋,nie4
籌,cho2u
籎,yi2
籏,qi2
籐,te2ng
籑,zhua4n
籒,zho4u
籓,fa1n
籔,so3u
籕,zho4u
籖,qian
籗,zhuo2
籘,te2ng
籙,lu4
籚,lu2
籛,jia3n
籜,tuo4
籝,yi2ng
籞,yu4
籟,la4i
籠,lo2ng
籡,qie4
籢,lia2n
籣,la2n
籤,qia1n
籥,yue4
籦,zho1ng
籧,qu2
籨,lia2n
籩,bia1n
籪,dua4n
籫,zua3n
籬,li2
籭,si1
籮,luo2
籯,yi2ng
籰,yue4
籱,zhuo2
籲,yu4
籵,fa2n
籶,she1n
籷,zhe2
籸,she1n
籹,nv3
籺,he2
籾,ni2
籿,cu4n
粀,zha4ng
粁,qia1n
粂,zha1i
粃,bi3
粄,ba3n
粅,wu4
粆,sha1
粇,ka1ng
粈,ro2u
粊,bi4
粋,cui4
粌,yin
粍,zhe2
粎,mi3
粏,tai
粐,hu4
粓,ga1n
粔,ju4
粖,mo4
粙,zho4u
粚,chi1
粛,su4
粠,ho2ng
粡,to2ng
粣,ce4
粦,li2n
粧,zhua1ng
