aaaa	啊啊啊
bycx	白云从出岫
bydd	白云当海断
bydy	白云当岭雨
bydy	白云帝城远
bydl	白云东去水长流
bydu	白云度汾水
bydk	白云独何适
bydo	白云断处见明月
bydx	白云断岩岫
byeb	白云鄂博
byeu	白云峨眉上
byfk	白云翻送客
byfw	白云芳草与心违
byfx	白云芳草自知心
byfk	白云飞处洞门开
byfk	白云飞处洞天开
byfu	白云飞处见青山
byfm	白云飞鸟去寂寞
byfj	白云飞天津
byfy	白云飞夏雨
byfz	白云飞御藻
byff	白云风飏飞
bygv	白云高寺见衡州
bygf	白云孤飞
bygr	白云孤峰晖永日
bygy	白云乖始愿
bygr	白云观
bygy	白云归处帝乡遥
bygi	白云归谷迟
bygl	白云归去来
byhs	白云还自散
byhk	白云何处逢来客
byhj	白云何处更相期
byhq	白云何时去
byhl	白云何事欲相留
byhq	白云何用相亲
byhy	白云何悠悠
bygj	白云红叶属山鸡
byhg	白云花根
byhw	白云淮水外
byhh	白云回望合
byjy	白云家自有
byjx	白云兼似雪
byxq	白云见我去
byqq	白云将犬去
byqf	白云将袖拂
byjg	白云今如古
byjg	白云竟空谷
bykf	白云开处见柴扉
bykg	白云堪卧君早归
bykd	白云空复多
bykm	白云空望美
byky	白云空自幽
bykl	白云矿
bykq	白云矿区
bylh	白云来复还
bylp	白云来往未嫌贫
bylh	白云离离度清汉
bylh	白云离离渡霄汉
byly	白云离望远
bylh	白云敛晴壑
bylh	白云鳞鳞满河汉
bylv	白云留不住
bylu	白云留故山
bylb	白云流水如闲步
bylj	白云流水忆佳期
bylr	白云留永日
bymh	白云埋大壑
bymy	白云满梁园
bymq	白云漫与相亲
bymm	白云冒层甍
bymx	白云迷故乡
bymu	白云鸣皋上
byme	白云明月吊湘娥
bymu	白云明月偏相识
bymb	白云暮来变
bynl	白云那肯下山来
bynl	白云南山来
bypx	白云飘飘星汉斜
byqq	白云千里连嵩丘
byql	白云千里万里
byqy	白云千载空悠悠
byqu	白云亲舍
byqy	白云秋色远
byqu	白云区
byqf	白云去不反
byqw	白云劝尽杯中物
byrf	白云绕笔窗前飞
byrv	白云日夕滞
byrm	白云日夜满
byrx	白云日幽寻
byrl	白云如水流
byry	白云如有意
byry	白云若在眼
byuj	白云山
byul	白云山上宿双林
byux	白云深陋巷
byul	白云生大梁
byub	白云生坐边
bydj	白云石
byus	白云失处所
byux	白云失帝乡
byul	白云时往来
bysg	白云随凤管
byss	白云随浪散
bysu	白云随一身
bytu	白云天台山
byth	白云天远重重恨
bytg	白云吞吐红莲阁
bywg	白云蓊欲归
bymj	白云无定期
bymu	白云无尽时
byxl	白云兮归来
byxn	白云西上催归念
byxc	白云溪中日方此
byxk	白云县北千山口
byxu	白云闲卷舒
byxy	白云乡思远
byxh	白云向吴会
byxq	白云向伊阙
byxt	白云相逐水相通
byxj	白云消散尽
byxy	白云谢归雁
byxs	白云斜日影深松
byxr	白云斜掩碧芙蓉
byxq	白云心所亲
byxf	白云心已负
byxe	白云心已矣
byxy	白云心自远
byyj	白云岩
byyw	白云岩径微
byyy	白云阳春动新咏
byyh	白云遥入怀
byyu	白云遥相识
byyt	白云遥在天
byet	白云宜苍苔
byel	白云移翠岭
byev	白云依静渚
bywz	白云遗旧踪
byyy	白云一片去悠悠
byet	白云已萧条
byyu	白云意自深
byyv	白云引策杖
byyg	白云阴泽国
byyk	白云迎谷口
byyv	白云迎赏至
byyi	白云映水摇空城
byyl	白云有时来
byyq	白云犹似汉时秋
byyi	白云幽卧处
byyc	白云馀故岑
byyr	白云欲尽难为容
byzu	白云在南山
byzt	白云在青天
byzg	白云在幽谷
byvg	白云涨川谷
byvh	白云照春海
byvw	白云正崔巍
byvr	白云正溶溶
byvh	白云知所好
byvi	白云知隐处
byzy	白云自虚盈
bzur	百载树人
bzug	白噪声
bzuq	白噪声发生器
bzag	白帻岸江皋
bzwk	败则为寇
bzwl	败则为虏
bzwz	败则为贼
bdvj	百战
bvbb	百战百败
bvbu	百战百胜
bvby	百战百胜擒单于
bvbd	百战不殆
bvcl	百战残兵功未论
bvce	百战曾夸陇上儿
bviu	百战初休十万师
bvdc	百战刀
bvdm	百战得功名
bvfx	百战方夷项
bvgl	百战攻胡虏
bvht	百战荒城复井田
bvji	白斩鸡
bvjz	百战今谁在
bvkg	百战苦不归
bvki	百战苦风尘
bvkv	百战盔
bvne	百战能夸陇上儿
bvue	百战沙场碎铁衣
bvuz	百战身且在
bvug	百战始取边城功
bvtk	拜占庭
bvth	拜占庭弹回
bvme	百战无军食
bvyz	百战一身在
bvyq	百战又防秋
bvvg	百战争王公
bdvh	败仗
bvgt	百丈竿头
bvob	百丈金身开翠壁
bvor	百丈金潭照云日
bvnq	百丈那能牵
bvni	百丈内江船
bvqu	百丈牵江色
bvqt	百丈清江十月天
bvuj	百丈山
bvul	百丈深涧里
bvui	百丈谁家上水船
bvsl	百丈素崖裂
bvts	百丈托远松
bvyz	白樟油
bvyy	百丈有哀音
bvyu	百丈游丝争绕树
bvyk	百张云样乱花开
bdvc	白爪
bdve	败者
bvbc	百折不摧
bvbh	百折不回
bvbn	百折不挠
bvbq	百折不屈
bvbe	百折不移
bvqh	百折千回
bvqy	百褶裙
bvwk	败者为寇
bdvf	败阵
bvds	摆振动
bdvi	白纸
bdvi	白芝
bdvi	白芷
bdvi	白质
bvct	百雉层城上将坛
bvip	拜职尝随骠
bvic	白雉朝飞挟两雌
bvdx	白芷动芳馨
bvgj	百雉拱双戟
bvgg	百雉归云过
bvhz	白纸黑字
bvkl	白芝颗粒
bvqu	柏栀祛湿
bvqj	柏栀祛湿喷雾剂
bvqy	柏栀祛湿洗液
bvum	白纸扇感冒
bvul	白纸扇感冒颗粒
bvts	白芷汀寒立鹭鸶
bvxj	柏芷洗剂
bvel	柏之异者山中灵
bvyw	百雉郁相望
bvyl	白雉越裳来
bvvu	白雉振朝声
bvvr	白蜘蛛肉
bdvs	摆钟
bdvs	白种
bvbf	百中百发
bvhu	百重含翠色
bvjm	百中皆先命
bvjv	百中皆用壮
bvll	白种陆池莲
bvxy	百中兴隆驱风油
bvyh	百中有光辉
bvvg	百中争能耻下鞲
bvzu	白中子衍射
bdvz	白昼
bvhx	白昼晦如夕
bvtp	白昼谈经罢
bvtv	白昼摊钱高浪中
bvyk	白昼一室空
bvvj	柏舟之节
bvvu	柏舟之誓
bdvu	白术
bvix	白纻长袖歌闲闲
bviu	白纻春衫如雪色
bvci	白苎词倾翰墨场
bvgq	白苎歌西曲
bvnv	白术内酯
bvdj	百转丹
bvdl	白专道路
bvgy	百啭宫莺绣羽
bvhv	百啭黄鹂细雨中
bvlv	百啭流莺绕建章
bvqu	百啭千声
bvxx	百啭相寻续
bdvl	白撞
bdvo	摆桌
bvqi	百拙千丑
bdzi	白字
bdz	稗子
bzks	白髭空受岁
bzqg	百紫千红
bzrf	柏子仁
bzrw	柏子仁丸
bzyx	柏子养心
bzyn	柏子养心胶囊
bzyp	柏子养心片
bzyw	柏子养心丸
bzzw	柏子滋心浓缩丸
bzzw	柏子滋心丸
bzbg	白鬃剥皮工
bzqs	百纵千随
bzdj	白鬃石
bztv	白鬃偷猎者
bzvg	白鬃制革工
bdzz	败走
bdzu	白族
bzaw	白足傲履袜
bzbj	百足不僵
bziq	白族吹吹腔
bzvi	百足之虫
bzvj	百足之虫断而不蹶
bzvj	百足之虫死而不僵
bzvj	百足之虫至断不蹶
bzvj	百足之虫至死不僵
bzer	白嘴儿
bjan	办案
bjbd	半百
bjbd	斑白
bbbf	半白半黑头上发
bbhu	斑白恨吾衰
bbjj	班白皆持酒
bbjl	斑白居上列
bbmp	斑白毛皮
bbqu	斑白绮筵舒
bbtn	斑白徒怀曩
bjbj	办班
bjbj	斑斑
bbkk	班班可考
bbll	半半拉拉
bbls	板板六十四
bbls	版版六十四
bbll	半半路路
bjbh	板蚌
bjbc	办报
bjbc	半饱
bjbc	板报
bblv	半保留复制
bblf	半暴露疗法
bjbw	半贝
bblm	半被落花埋
bbwj	半贝丸
bbeu	半陂已南纯浸山
bbz	半辈子
bjbf	版本
bbbi	版本编程
bbgl	版本管理
bbhc	版本号
bbkv	版本控制
bbuj	版本升级
bjbi	半壁
bjbi	板壁
bbhu	半壁河山
bbxr	半壁见海日
bbju	半壁江山
bbxp	半壁栖夜魄
bbry	半壁仍栖岭上云
bbuh	半壁山河
bbuv	半闭式装置
bbtu	斑碧婷祛斑霜
bbzv	半鼻再造术
bjbm	半边
bblm	半边莲
bbrf	半边人
bbtm	半边天
bbjb	斑鬓今为别
bbrh	斑鬓入江湖
bbwu	斑鬓兀称觞
bbxa	班鬓向长安
bjbk	搬兵
bbmw	颁冰无下位
bjbo	斑驳
bbbk	斑驳病
bbix	半波长线
bbll	斑驳陆离
bbll	班驳陆离
bboz	半波偶极子
bbpm	半波片
bbvl	半波整流
bbvq	半波整流器
bjbu	颁布
bbde	扳不倒儿
bbly	班布里奇质谱仪
bbly	半部论语
bblx	半部论语治天下
bbrx	半不稔性
bbtl	班布特罗
bbyu	半不育
bjca	板擦
bcer	板擦儿
bjcd	板材
bjcg	板层
birv	瓣插入术
bjij	班禅
bjih	伴唱
bjih	办厂
bjih	半场
bify	班超封定远
binh	班超奈老何
bimh	班超万里侯
bjie	板车
bjie	班车
bibl	半成冰片结还流
bipb	半成品
bibd	半痴不颠
bibn	半筹不纳
bimv	半筹莫展
biqg	半出青林高
bjil	板床
bict	半窗残月有莺啼
biuw	半垂衫袖揖金吾
bidu	搬唇递舌
bimh	斑唇马先蒿
bilu	搬唇弄舌
bjci	版次
bjci	班次
bceq	颁赐恩逾洽
bcex	半刺已翱翔
bcjk	半翠几眉开
bjco	板锉
bjda	半大
bdjm	半胆碱
bdui	板荡识诚臣
bjdc	办到
bjdc	半岛
bjdc	扳道
bjdc	绊倒
bddl	半导电玻璃
bddw	半导电聚合物
bdds	伴刀豆凝集素
bddb	伴刀豆球蛋白
bddd	伴刀豆球蛋白结合位点
bddt	伴刀豆球蛋白受体
bder	半道儿
bdfj	半道逢吴姬
bdg	扳道工
bdti	半导体
bdtl	半导体掺入玻璃
bdtv	半导体超点阵
bdtq	半导体存储器
bdtg	半导体二极管
bdtg	半导体激光二极管
bdtf	半导体激光疗法
bdtq	半导体激光器
bdti	半导体金属接触
bdtq	半导体粒子探测器
bdtq	半导体探测器
bdtj	半导体微晶
bdtg	半导体异质结构
bdtj	半导体照相机
bdtl	半导体整流
bdtv	半导体装置
bdxh	半道谢病还
bdxm	半道雪屯蒙
bdyg	半道遥看骢马归
bddj	半得捣香粳
bdvd	板的振动
bjdg	板凳
bjdi	班底
bdbg	半低不高
bdxx	半地下
bdvv	伴地中海贫血连锁智力低下综合征
bjdm	半点
bjdm	斑点
bder	半点儿
bdhy	斑点黄尾鱼
bdky	斑点可口鱼
bduv	斑点视网膜夜盲综合征
bdub	斑点霜刃豹
bdty	斑点太阳鱼
bdzj	斑点杂交
bdz	半吊子
bdub	半顶梳头白
bjds	扳动
bjds	搬动
bjds	斑鸫
bdbd	半懂不懂
bjdu	伴读
bduj	半渡上辽津
bdyj	半镀银镜
behe	半额画双蛾
bjer	伴儿
bjfa	办法
bjfa	颁发
bjfh	板房
bjfh	班房
bjfw	班费
bfky	半扉开烛影
bfhe	半枫荷
bfhj	半枫荷药酒
bfjm	半封建
bjfu	板斧
bfll	半拂栏干半入楼
bfqx	半拂琼筵苏合香
bgjk	斑干净
bgzd	半干燥的
bjgc	办稿
bjgc	颁告
bjg	半个
bjge	班戈
bgds	半个碘化甲状腺素
bgxm	班戈县
bjgs	办公
bgbd	半工半读
bgiu	办公处
bggi	办公过程
bghy	办公会议
bghd	办公活动
bgli	办公流程
bglz	办公楼
bgui	办公室
bgug	办公室机械安装工装配工
bgtk	办公厅
bgxt	办公信息系统
bghu	班功行赏
bgvo	办公桌
bgzh	办公自动化
bgzx	办公自动化模型
bgdy	半沟道效应
bjgu	板鼓
bgdq	半固定桥
bgdt	半固定桥连接体
bgti	半固体
bgtj	半固体制剂
bgfh	半官方
bgjv	半关节成形术
bgmu	半灌木
bgmd	半灌木沼地
bgqy	斑管秋毫多逸意
bgas	半胱氨酸
bgaa	半胱胺酸铵
bgaj	半胱氨酸胨肝浸液培养基
bgaj	半胱氨酸胨肝麦芽糖培养基
bgam	半胱氨酸共轭酸乙酰转移酶
bgam	半胱氨酸结合裂解酶
bgam	半胱氨酸连接酶
bgaj	半胱氨酸乳糖电解质缺乏培养基
bgae	半胱氨酸特异
bgam	半胱氨酸天冬氨酸蛋白酶
bgay	半胱氨酸盐酸盐
bgay	半胱胺酸盐酸盐
bgae	半胱氨酸转移
bgax	半胱氨酰
bgam	半胱氨酰合成酶
bggr	半规管
bggv	半规管蛛网膜下分流术
bglm	扮鬼脸
bjhj	半酣
bhgu	半酣更发江海声
bhhj	半酣呼鹰出远郊
bhqq	半酣秋风起
bhxx	半酣下衫袖
bhvq	半酣乍奏云和曲
bhzm	班行再肃穆
becl	伴鹤惭仙侣
bhij	半合成培养基
bhiv	半合成椰油酯
bhiv	半合成脂肪酸酯
bhvo	半和战兵骨
bhz	半合子
bjhf	斑痕
bjhf	瘢痕
bhai	瘢痕癌
bhgd	瘢痕疙瘩
bhgi	瘢痕疙瘩性痤疮
bhgb	瘢痕疙瘩性芽生菌病
bhls	瘢痕挛缩
bhqv	瘢痕切除术
bhup	瘢痕上皮
bhsv	瘢痕松解植皮术
bhtv	瘢痕体质
bhxi	瘢痕形成
bhxf	瘢痕性睑外翻
bhxf	瘢痕性脱发
bhzv	瘢痕组织
bhzj	瘢痕组织骥
bhzf	瘢痕组织填充法
bgvu	斑红妆蕊树
bjhu	板胡
bhlt	半胡萝卜素酮
bhpi	半琥珀雌二醇
bjhx	版画
bhub	伴花生球蛋白
bhvj	版画展
bjhv	扳回
bjhv	班会
bhet	半回依约认轮蹄
bjho	办货
pjho	拌和
bjji	扳机
bjji	版籍
bjji	班机
bjji	班级
bjbb	半饥半饱
bjix	班姬愁思凤城西
bjif	半偈初传法
bjvj	半偈传初尽
bjcx	班姬此夕愁无限
bjdl	板极电流
bjdl	板极电路
bjdy	板极电压
bjdz	板极电阻
bjjb	板极检波
bjlu	半偈莲生水
bjli	半偈留何处
bjqi	班姬取扇俦
bjug	半寄生
bjuw	半寄生物
bjuw	半寄生植物
bjti	班集体
bjxh	半机械化
bjyg	班姬饮恨长信宫
bjyy	班姬玉辇迎
bjvi	扳机指
bjjx	半价
bjjx	搬家
bjjx	板甲
bjjx	班家
bjfq	半加法器
bjhj	板甲护肩
bjqi	半加器
bjsp	板甲碎片
bjtk	板甲头盔
bjbj	半间半界
bjbj	半间不界
bxli	半见离宫出
bjqi	半减器
bjjl	颁奖
bjjn	绊脚
bjnf	伴教霓裳有贵妃
bjdj	绊脚石
bjjp	办结
bjjp	半截
bjjp	板结
bjpy	半解剖式牙
bjrt	半截入土
bjyv	半解一知
bjz	半截子
bjjb	搬进
bjbl	半斤八两
bjbm	半斤八面
bjbl	搬斤播两
bou	半金属
bjjk	半径
bjdg	班荆道故
bjdj	班荆道旧
bjdf	半经典方法
bjdl	半经典论
bjdj	半景东邻照数家
bjfu	班荆逢旧识
bjmt	半精密支托
bjpu	班荆陪旧识
bjxg	班荆席藁
bjyf	半经验分子轨道法
bjjq	半旧
bjjq	斑鸠
bjtj	半居天上半人间
bjsd	半决赛
bjyt	半绝缘体
bjqx	板卡
bkfv	半开放装置
bkyr	半抗原
bkyw	半抗原蛋白结合物
bkyw	半抗原抗体复合物
bkyw	半抗原抗体凝聚物
bkyy	半抗原抗体相互作用
bkyw	半抗原细胞结合物
bkyy	半抗原抑制试验
bkyw	半抗原载体蛋白复合物
bkyw	半抗原载体复合物
bkyx	半抗原载体现象
bjke	版刻
bklt	班克劳弗特
bjks	半空
bkba	半空白皑皑
bkfd	半空方避石
bkjt	半空跻宝塔
bkxt	半空悬着玉搔头
bkxt	半空悬著玉搔头
bkyd	半空银閤断
bkvs	半空中
bjkz	版口
bkfy	坂口反应
bklu	搬口弄舌
bjk	斑块
bjk	板块
bkgz	板块构造
bkjv	斑块技术
bkvb	斑块状副银屑病
bkdo	半宽度
bjky	半醌
bkky	半醌醌
bjla	半拉
blz	半拉子
bjlj	斑斓
blbc	斑斓豹
bldq	板蓝大青
bldl	板兰大青颗粒
bldl	板蓝大青颗粒
blgf	板兰根
blgf	板蓝根
blgi	板蓝根茶
blgw	板蓝根滴丸
blgp	板蓝根含片
blgn	板蓝根胶囊
blgp	板蓝根咀嚼片
blgl	板兰根颗粒
blgl	板蓝根颗粒
blgx	板蓝根颗粒无糖型
blgy	板蓝根口服液
blgp	板蓝根片
blgn	板蓝根软胶囊
blgj	板蓝根糖浆
blgy	板蓝根注射液
bljd	板蓝解毒
bljy	板蓝解毒注射液
blqr	板蓝清热
blql	板蓝清热颗粒
blwf	斑斓五彩服
bjlh	伴郎
bldl	半劳动力
blxn	半老徐娘
bjli	办理
bjli	板栗
blyi	办理一
bjlm	板脸
bljp	半联结
bljp	半连接
blef	班列二氏法
blej	班列二氏试剂
bley	班列二氏试验
blyu	板鳞鱼
blbq	半岭白云晴
blfj	半岭逢仙驾
blfk	半岭拂云看
blmi	半岭暮云长
bltq	半岭通佳气
bjlq	半硫
blti	半流体
blwj	半硫丸
blxg	半留相送半迎归
blff	扳龙附凤
blgn	斑龙固肾胶囊
bljn	半龙蛟
blub	斑龙肾宝
bjlu	半路
blij	半路出家
blqh	半路遣封侯
bluo	半路杀出个程咬金
blth	半路颓洪荒
blth	半路颓鸿荒
blxh	半路修行
bjly	班轮
blcq	半轮残月落山前
blqw	半落青天外
blxq	半螺旋式踝足矫形器
blyu	半逻莺满树
bjlv	伴侣
bjma	斑马
bjma	班玛
bmic	斑马长嘶落景催
bmeb	班马二氏病
bmso	绊马索
bmov	班马文章
bmxm	斑马线
bmxm	班玛县
bmvv	斑马状色素沉着
bmrh	半埋入横褥式缝合
bjmc	斑蝥
bmpy	斑蝥皮炎
bmsu	斑蝥素
bmsg	斑蝥素乳膏
bmsg	班蝥素乳膏
bmsn	斑蝥酸钠
bmsp	斑蝥酸钠片
bmss	斑蝥酸钠维生素
bmsy	斑蝥酸钠维生素注射液
bmsy	斑蝥酸钠注射液
bmhd	半没胡儿磨剑石
bjmf	板门
bmdm	板门店
bmlf	班门弄斧
bmbx	半梦半醒
bjmm	版面
bmbw	半面不忘
bmjx	半面晶形
bmtv	半面体小畸形综合征
bmxf	半面喜投分
bmxl	半面象
bmvj	半面之交
bmvj	半面之旧
bjmo	瓣膜
bmbx	瓣膜变形
bmiv	瓣膜成形术
bmpl	瓣膜破裂
bmqv	瓣膜切开术
bmvv	瓣膜置换术
bjna	版纳
bnxe	班奈希尔
bnxx	班奈希尔兽穴
bnup	板内时钟分配
bjni	班尼
bnxe	班尼希尔
bnxg	班尼希尔山谷
bjnm	半年
bnvu	半年中听揭枪声
bnvu	半年著道经雨湿
bjnl	伴娘
bjls	搬弄
bluf	搬弄是非
bnke	班诺克
bnku	班诺克护手
bnyx	班女因猜下长信
bjpw	般配
bpev	半脾移植
bpuy	斑片试验
bjpn	半票
bpcu	半瓶醋
bplg	半魄落银钩
bjji	班期
bjut	半奇生体
bqdj	搬起石头打自己的脚
bqdj	搬起石头砸自己的脚
bjqm	扳钳
bjqm	搬迁
bqhu	搬迁户
bqvf	扳钳镇
bjqn	板桥
bqli	半桥粒
bqru	板桥人渡泉声
bqxk	板桥寻谢客
bqyv	半切牙术
bqul	半侵山色里
bqbh	半青半黄
bqyy	半晴馀细雨
bqzb	半轻子衰变
bqdl	伴蛩石壁里
bjqq	半球
bjqq	板球
bqiy	半秋初入中旬夜
bqxf	半球形乳房
bjqr	版权
bqye	版权页
bjqy	半群
brma	半人马
brmz	半人马座
bjri	半日
brwx	半日吴村带晚霞
bris	半入池塘宿
brgt	半乳庚酮糖
brhq	半入花园去
brjt	半乳甲基糖
brjy	半入江风半入云
brjt	半乳聚糖
brjm	半乳聚糖半乳糖醛酸酶
brjm	半乳聚糖酶
brth	半乳糖
brta	半乳糖胺
brtm	半乳糖胺硫酸硫酸酯酶
brtm	半乳糖表异构酶
brtf	半乳糖表异构酶缺乏
brtm	半乳糖差向酶
brtm	半乳糖差向异构酶
brtg	半乳糖苷
brtt	半乳糖苷果糖
brtb	半乳糖苷结合蛋白
brtm	半乳糖甘酶
brtm	半乳糖苷酶
brtl	半乳糖苷酶类
brtf	半乳糖苷酶缺乏
brtv	半乳糖苷酶缺乏症
brtf	半乳糖苷酶同功酶缺乏
brtm	半乳糖苷水解酶
brtm	半乳糖苷酸酶
brtv	半乳糖苷酸酶缺乏症
brtm	半乳糖苷透性酶
brtm	半乳糖苷岩藻糖基转移酶
brtt	半乳糖苷乙酰氨基葡糖
brtt	半乳糖苷乙酰氨基葡萄糖
brtm	半乳糖苷转乙酰酶
brtz	半乳糖活化因子
brts	半乳糖基半乳糖木糖蛋白葡糖醛酸
brtm	半乳糖基木糖蛋白半乳糖基转移酶
brta	半乳糖基葡糖基糖蛋白乙酰葡糖胺
brtj	半乳糖基糖基糖蛋白乙酰葡糖胺基
brtp	半乳糖基乙酰葡糖胺基半乳糖基葡
brtm	半乳糖基转移酶
brtm	半乳糖基转移酶同功酶
brtm	半乳糖焦磷酸化酶
brtm	半乳糖焦磷酸酶
brts	半乳糖磷酸
brtm	半乳糖磷酸尿苷酚转移酶
brtx	半乳糖磷酸尿苷酰
brtb	半乳糖磷酸尿苷酰基转移酶缺乏病
brtf	半乳糖磷酸尿苷酰转移酶缺乏
brtm	半乳糖磷酸尿苷转移酶
brty	半乳糖磷酸盐
brtm	半乳糖磷酸转尿苷酰酶
brtm	半乳糖硫化酶
brtm	半乳糖硫酸化酶
brtm	半乳糖硫酸硫酸酯酶
brtm	半乳糖脑苷脂半乳糖苷酶
brtf	半乳糖脑苷脂半乳糖苷酶缺乏
brtu	半乳糖脑苷脂半乳糖苷水解酶缺失
brts	半乳糖醛酸
brtt	半乳糖醛酸鼠李聚糖
brtt	半乳糖醛酸鼠李糖
brtm	半乳糖神经酰胺半乳糖苷酶
brtv	半乳糖神经酰胺半乳糖苷酶缺乏症
brtm	半乳糖神经酰胺半乳糖基转移酶
brtm	半乳糖神经酰胺半乳糖水解酶
brtb	半乳糖神经酰胺酶缺乏病
brta	半乳糖四氢萘胺
brtm	半乳糖酸内酯氧化酶
brtb	半乳糖酰新糖白蛋白
brtb	半乳糖新糖原白蛋白
brtv	半乳糖血症
brtm	半乳糖乙酰氨基葡萄糖转移酶
brtm	半乳糖乙酰葡糖胺半乳糖基转移酶
brtm	半乳糖转移酶同工酶
brzs	半入紫阁松
bslo	班萨罗
bsyl	半洒云天里
bjsd	班赛
bsbs	半三不四
bsui	办丧事
butn	半色调
butx	半色调图像
bute	斑色胎儿
bsvx	伴僧斋过夏
bumo	半沙漠
buhg	板珊亨
buhx	半山槲叶当窗下
buxh	半山溪雨带斜晖
buyc	半山腰
buzl	半山在湖里
bjuh	半晌
bubx	半上半下
budp	板上电源分配
budd	板上钉钉
bulx	半上落下
buzd	板上砸钉
buzw	阪上走丸
buqv	半舌切除术
bjuf	半身
bubs	半身不遂
bujv	半身惊厥偏瘫癫痫综合征
bux	半身像
bjug	伴生
bjug	半生
bubu	半生半熟
bubu	半生不熟
bufh	伴生辐射俘获
buuu	伴生树
bjui	办事
bjui	半世
bjui	板式
bjui	版式
bjui	班师
bubl	办事不牢
bucq	班师草未齐
buip	半是乘槎便
buip	半是乘潮便
buiu	办事处
bucc	半是此中催
budu	班师得胜
bugr	半是宫中歌舞人
bvhl	斑氏环路
buhx	半世遑遑就举选
buhi	班师回朝
buhf	班师回俯
buqh	半是青山半是湖
buwv	半实物仿真
buws	半是吴风俗
bvyu	班氏业前书
buyr	办事员
bdzj	搬石砸脚
bezx	伴食宰相
bevu	伴食中书
buzu	办事组
bjuz	扳手
buvu	半手术
bjuu	半数
bjuu	板书
buyl	半数有效量
buvj	半数致死面积
bjux	板刷
buji	半衰期
bugu	半双工传输
bjuv	版税
buhi	半水合雌二醇
buhw	半水化物
buug	半水生
bjsi	半死
bsbl	半丝半缕
bsbu	半死半生
bsbj	半死半生犹戢戢
bsbh	半死不活
bslh	半死辣活
bslt	半死落岩桐
bssg	颁祀岁严恭
bjsu	板苏
pjsr	拌蒜
bjsv	伴随
bsll	伴随裂变的辐射能量
bsme	伴随免疫
bssf	伴随算符
